id,title,year
pb3b767b6291ac824fd07c6ff2258ae78,Software kit for mg.,
p6f49e7353fd5aa26fca31b11b41f4f5e,"""PAM Programming Environments: Practice and Experience"".",
pe460558d2864a1f68fe3169687d95198,"a C++ Library for the Simulation and Generation of Xilinx FPGA Designs"".",
p1ab0e72e772cc9341a61706b5f355a96,"""Searching Genetic Databases on Splash 2"",",
pbaa6f14cd8aea4381112109461775717,"""A Fast Constant Coefficient Multiplier for the XC6200"". In Field Programmable Logic 96.",
pd962c46f42bc0e16aba8f37df17f55a1,"""A Layered DCT Coder for Internet Video"".",
pd14fdfdf4737b8aafb97d70460164ec2,"""End-to-End Packet Delay and Loss Behavior in the Internet"".",
pb3218343334ed141d4e150575b3690a8,"""Analysis of Audio Packet Loss in the Internet"".",
p1fd8dd84a3251094217534053dddf833,"""Frequently Asked Questions on the Multicast Backbone (MBONE)"".",
p19129eac77f7f0965707eb38860ce4fc,"""The Synchronisation of Periodic Routing Messages"".",
pab5ea7f2859474614a16c967bae773fd,"""An Examination of MBone Performance"". UCL and ISI.",
pe1422e10b7f6baf31f40bb59eb502f16,"""End-to-End Routing Behavior in the Internet"".",
p7cf39d5c2d857dbf74a73966c589cfc6,"""End-to-End Internet Packet Dynamics"".",
p425621c795833333a9f46e8d03b1aefb,"""Packet Loss Correlation in the MBone Multicast Network.""",
p935483d0cc76b45fa597de8631e8dc46,On the logic of theory change: partial meet functions for contraction and revision.,
p6198bfbbca47efc33d5bd19a73402a71,Revising by conditional beliefs.,
p4b7464d3322b24f79f5958c2b9ad8ebe,"Normative, subjective and autoepis-temic defaults: Adopting the Ramsey test.",
p02a017af676409b324e0ed4525eab804,Revision sequences and nested conditionals.,
p46b8b1ac2bdd8a89b4767c0a8ce3df6e,Quick completeness proofs for some logics of conditionals.,
pbaa2ca06217b9a5d5c8f8c0ca48113dd,On the logic of iterated belief revision.,
p3eaceacfec3e674b68c896dff67764bc,A knowledge-based framework for belief change. Part I:,
p34e9859d6bf416bd60f5e9419d88a137,A knowledge-based framework for belief change. Part II: revision and update.,
p432cf81d4b8c47e3a84f155469130425,Reflective modalities and theory change.,
p6fb19b565e081ce56cdd77e3705e4c16,Conditionals and changes of belief.,
pe9f5f939afc2c30f3b12b1b80bf08667,Belief revision and the Ramsey test for conditionals.,
pe3ef4383de01d3f479c5606b5af13b09,Knowledge in Flux.,
p5a95ea6a6a37c7d83305c22e70b48322,Updates and counterfactuals.,
p2e8ab18d6e8f3edb03f3774013ddb086,Two modelings for theory change.,
p2fcad547f9ac89575d147e8ed8930fc1,Ifs.,
pd8cbb3f391bb2151e607a30df07e05d6,On the difference between updating a knowledge base and revising it.,
pfa48d1ab4b67e75bff90c73fdca02246,"A unified view of consequence relation, belief revision and conditional logic.",
p832b22066c9d5e8b44f3aa037fe10ff5,"Non-monotonic reasoning, preferential models and cumulative logics.",
p9e66e381b9e1888690aedcd000631822,All I know: A study in autoepistemic logic.,
p5ce0d728ed1b9ecdc2bf12695cad2a18,Iteration of conditionals and the Ramsey test.,
pa7cc79e32cd23b9e311da3957c0cf22f,Counterfactuals.,
p1629bacf63cd596ad561eaae2e4baecd,"Conditionals and theory change: revision, expansions,",
pa19b4fcd750004c3234630816d3f9740,The Logic of Theory Change.,
pbb74b6245ba736d003de44853d60b713,A theory of conditionals.,
p6510c69156ea24fc7d10278735b6995f,On the use of epistemic entrenchment in nonmonotonic reasoning.,
pb018b689bfb1a7e490eba88654efeca3,Operations for learning with graphical models.,
pa6873a450eb94f5a661cf60bdb6db8d8,A clinician's tool for analyzing non-compliance.,
pf63374f487aa2d97bbd64314020321bc,Causal discovery from data in the presence of selection bias.,
p56c68cbf06284622f7620ed5ac42a89d,Bayesian network classifiers.,
pd70695b189922fee2bb3c9012cc5a505,(1996) Learning Bayesian networks with local structure.,
p51b1d89b4e8e61bc4f0a3c279550e65d,Learning Gaussian networks.,
p70b746f0146b0484e547168da0c6040f,Learning probabilities in causal trees from incomplete databases.,
p0092c8758ce03b1e813e80283d228e7e,A Bayesian approach for learning causal networks.,
p43430d681f8d9321ac833339a57d4789,A Tutorial on learning with Bayesian networks.,
p606d0e670745e1a339ce2bef55a812ce,Real-world applications of Bayesian networks.,
p5bb13b0db280de1e096d0998c7e1ade1,Influence diagrams.,
p6c029e658bf322017f687922b4b1037e,Adapting connectionist learning to Bayes networks.,
p6522d05916362da68016e682e511aacd,The EM algorithm for graphical association models with missing data.,
paf7e1faa4e67db6f74e33ff0c7ee5483,"Graphical models for associations between variables, some of which are qualitative and some quantitative.",
p320233f13464d2e0b2c0970a98592b60,aHUGIN: A system for creating adaptive causal probabilistic networks.,
pe34209c64a675809f08b63d1acee904c,Causal diagrams for empirical research.,
p639b6dc3dfe69ef267f9642080502c0f,A new approach to causal interence in mortality studies with sustained exposure results.,
pfda4d99224c6fe0d64503ad23f0cf0ec,Bayesian inference for causal effects: The role of randomization.,
p52d2b017c2064277ba0b84b29a377e36,Local learning in probabilistic networks with hidden variables.,
p9d9c9c76f9d4764886d8ee720261e461,Mean field theory for sigmoid belief networks.,
p2ad077b647f3404fe7a04acf12ad7f40,Bayesian analysis in expert systems.,
pa9929ad7235c4620286e635cd88a88aa,Learning in probabilistic expert systems.,
pa01fa30bf02bcc71ab7c75b12860e8d9,Causal inference in the presence of latent variables and selection bias.,
pbc6dbf0900335e8bfe775afbe65a2c10,Hidden Markov model induction by Bayesian model merging.,
p5c5a04f91833b900b57c9ce77dc0a625,Score and information for recursive exponential models with incomplete data.,
p67adb633f6fc9365c1d57574f6365008,Bugs: A program to perform Bayesian inference using Gibbs sampling.,
p5e38c7846b52030fa0bdd7e050b5f608,Makinson (1985). On the logic of theory change: partial meet functions for contraction and revision.,
pbab34170e0a8fb9c9b23b942e8e9d54f,"Normative, subjective and autoepistemic defaults: adopting the Ramsey test.",
pd6e2b4c96e7544e3a9fd416e164ee72c,Conditional logics of normality: a modal approach.,
p9f09f52163d4f0dbe2b5ea29aea3627f,An event-based abductive model of update.,
peb82aa8a00e06315ad27e17e50b1367a,Unifying default reasoning and belief revision in a modal framework.,
p46462be5fa2e01641676de5aa521251b,Iterated revision and minimal change of conditional beliefs.,
pc94f3007bc85c1d6e45228aa722ec180,Pearl (1997). On the logic of iterated belief revision.,
pd6b19f1d21bdbe013c9c7ac11d076cef,Prade (1990). An introduction to possibilistic and fuzzy logics.,
pcf981000fc9dc6eafd946afa96b437c9,"Prade (1991). Possibilistic logic, preferential models,",
pd8840aed52c621d6c128570f3a10a40a,Lehmann (1994). Belief revision and rational inference.,
pb8a77a239d35f340af1de2a4cc5f4cbc,Modeling Beliefs in Dynamic Systems.,
p8cc881e55c643d8d4c1a56aeefb8a079,Halpern (1994). Conditional logics of belief change.,
p0c4f647862859db6458e3ae70d7d06ac,Halpern (1995). Plausibility measures: a user's manual.,
p12398cd94d5311140c27df635c07b276,Halpern (1996a). Belief revision: A critique.,
p6cb044e4949b0c80950ba1c5c0f75322,Halpern (1996b). A qualitative Markov assumption and its implications for belief change.,
pb94da3d996692abf0b6ba69c4ca48197,"under the title ""A knowledge-based framework for belief change. Part I:",
p22b0655b79540e708b9ac26448553323,Halpern (1997b). Plausibility measures and default reasoning.,
p41fe8b27eb99835d8e62c659d09a46e7,Makinson (1988). Revisions of knowledge systems using epistemic entrenchment.,
pa5206d75f9ebbea416f04b2f44e00db5,Pearl (1993). A maximum entropy approach to nonmono-tonic reasoning.,
p3c5419e5a7de47c146ada3fd70910142,"Pearl (1992). Rank-based systems: A simple approach to belief revision, belief update and reasoning about evidence and actions.",
pd6c167fbe5e5297d72b2aedde04342ad,On the semantics of belief revision systems.,
p3ce3016e6e997e211cd32447cffa2931,"with the title ""A formal model of knowledge, action, and communication in distributed systems:",
p283cf4e4a63f7c3b8e3ccdbf571a9381,"Vardi (1989). The complexity of reasoning about knowledge and time, I: lower bounds.",
p9d04b1366396ebb8bdcc4a25f6d8f45a,Mendelzon (1991a). On the difference between updating a knowledge base and revising it.,
peef1de728492d68dfc47d07659d9e2fd,Mendelzon (1991b). Propositional knowledge base revision and minimal change.,
pfe71cc8b72c72a78627a515f46d0422a,"Satoh (1991). A unified view of consequence relation, belief revision and conditional logic.",
p76d559c55ae76ec508857010e1178955,Logic of persistence.,
p8b15ed8ce2beb5ea9ebd1cb1f7cc8805,Winslett (1985). On the use of an extended relational model to handle changing incomplete information.,
pa3b87d8ed2ab07e0544d772ee65180fa,"Magidor (1990). Nonmonotonic reasoning, preferential models and cumulative logics.",
pea53dc3d96d9420d0dae2ca68be1dd9d,"Belief revision, revised.",
p3fb69bebbc2540e7c41eac4778ccaa81,"Pnueli (1992). The Temporal Logic of Reactive and Concurrent Systems,",
pab87053f2ce687580ab17cd6fc0d489b,Probabilistic semantics for nonmonotonic reasoning: a survey.,
pdde43e3f0b6382b820377971004ce405,Two methods of constructing contractions and revisions of knowledge systems.,
pbdb381655a215af2430593bac0c2e368,A semantical approach to nonmonotonic logics.,
pc91bff255bfaa00a2cda6ac77964e898,Chronological ignorance: experiments in nonmonotonic temporal reasoning.,
p6c69fe52948e5c47f9693c1e6e5e206f,"Causation in Decision, Belief Change,",
p4fcf4488d2590adc8226d0c95c2a61ff,Klir (1992). Fuzzy Measure Theory.,
p2aae52dd0bbddd95d3b35a3e40d80cda,Transmutations of knowledge systems.,
pb5c4d03c7a5269f100235c166f30c446,Reasoning about action using a possible models approach.,
p6a10a48a5c4e69e5216fddba2eec2974,"""Molecular Computation of Solutions to Combinatorial Problems"",",
pcc87e343a96c0bb41d1f70ce69fcca7b,"""Breaking DES Using a Molecular Computer"". Available from http://www.cs.Princeton.edu:80/~dabo/papers/bioDES.ps 4 There are only ~ 5 fi 10 13 8 character passwords which use both lower and uppercase letters 3",
p11e4c07722719b6a9311a3a16592b163,"Exploiting Structure in Policy Construction Proceedings IJCAI-95,",
p5c69d7f82cd7d77357b66fe5637403f1,"Planning With Deadlines in Stochastic Domains,",
p5e34386ba4e18a55dd7932805041ae2a,"Reinforcement Learning with Less Data and Less Time Machine Learning 13(1),",
p62e9162fe13615b0160066f4028d4ebf,"Artificial Intelligence A Modern Approach,",
paeb4db5641528606e768ad1d5d11701d,"Rich Learning to Predict by the Method of Temporal Differences Machine Learning 3,",
pe4c6ec58b2fb86de800fa53da9f7e51a,"Hypertext Transfer Protocol (HTTP). Internet Draft draft-ietf-iiir-http-00.txt,",
p3fed6ebf0b99a78bf936a0843ff0ba68,MIME (Multipurpose Internet Mail Extensions) Part One: Mechanisms for Specifying and Describing the Format of Internet Message Bodies.,
p751ce4e811a6e82a56a660529cbea326,Requirements for Internet Hosts -- Communication Layers.,
p08e0363b70e68722d8e1b14eae0043c3,Incorporated. Graphics Interchange Format Standard.,
pf347c1199245cab3804bacaf4975acbc,Path MTU Discovery.,
pbcb6652b32e9e908a126945aab201779,Teaching and Learning as Multimedia Authoring: The Classroom 2000 Project.,
p73f0961cb205a1631558a66c3c229b63,"Laptops Packing More Bang,",
pa6bacd953b7d5a211fc78ad46f5f57f4,"Shirt-Pocket Computing Revival: U.S. Robotics Device Jots Notes, Keeps a Calendar.",
p825499c9531bc3e30976f174cb9da0b4,"A Large Interactive Display Supporting Group Meetings, Presentations and Remote Collaboration.",
pb7be45cec0ea90bfe7eefe95896c09ea,Touch-Typing with a Stylus.,
p2fc65d4055032d629175f2e2d8fd499d,Groupware and Cooperative Work: Problems and Prospects. The Art of Human-Computer Interface Design.,
pb25ec935a74ec60df929752d289a1106,"aha's InkWriter for Magic Cap,",
p8204d6587ab87bef5286969226dd0792,"The Electronic Design Notebook: Performing Medium and Processing Medium,",
p5566b318379cc9004a8f634860199754,The Freestyle System: A Design Perspective. Human-Machine Interactive Systems.,
pf6fab3117c3884ceff0248d04f9dc4b5,PDA and Gesture Use in Practice: Insights for Designers of Pen-based User Interfaces.,
p1628c4179029e05c63bc392225d004c0,The Immediate Usability of Graffiti.,
p132a1ffba250ca68fdde68a76a45af86,"Observation of Executives Using a Computer Supported Meeting Environment,",
p2c33b528dafac891999d80adb9e630d5,"""I'll Get That Off the Audio"": A Case Study of Salvaging Multimedia Meeting Records.",
p48d0ccd87588398b9a220d1c100e19a8,"Electronic Meeting Systems to Support Group Work,",
p586f1d813e303e65ec8fbdcd75ed4b2e,Idea Memo PDA in Scalable Handwriting Interfaces.,
pcb43a9b9b29298c77659065a884db5df,An Electronic Whiteboard for Informal Workgroup Meetings.,
p5a90c1e57814224c89f5a5bf2c50bdda,A Tool for Searching Digital Ink.,
pcf1a8e851e5ebe2f846ad928fdb87f00,"WYSIWIS Revised: Early Experiences with Multiuser Interfaces,",
p1ce42fd018962abcc5419541d3cb7040,Augmenting Real-World Objects: A Paper-based Audio Notebook.,
p62a3f13bc5997daaac440f6e935fd17a,"Windows CE Drives Rise in Handheld Device Sales,",
p3b834c726a8d5826227d8163b64f970c,A Dynamically Organized Ink and Audio Notebook.,
pa077015fa1f346fb10ba51ae069bb878,Evalua tion of tcp vegas: Emulation and experiment.,
p082eb806fa08a0f04f4c32ed16ca7f6e,Experiences with network simulation.,
p73f93ba712a9d75811d41c6b03c8bc9b,The bell laboratories network emulator.,
pa449232d5cabdbf56b533437b3388340,"PA-RISC 1.1 Architecture and Instruction Set Reference Man <br>- ual, Manual Part Number 09740-90039.",
p06a6c1379f8dcf14dfcb00c4da8b6fb4,"A Performance Analysis of TCP/IP and UDP/IP Networking Soft <br>- ware for the DECstation 5000,",
pe0af32d956e4fa4355d144145050d229,"Implementing an Efficient Portable Global Memory Layer on Distributed Mem <br>- ory Multiprocessors,",1994.0
p9cbc2b4db86274383b1c9bc535bcce9e,"(1991) ""Learning with Many Irrelevant Features.""",
p6ae10aacde71c2e1b2c23ee2d622a4c2,"""Learning Boolean Functions in an Infinite Attribute Space,""",
pd11789612ed5ec62ed5b08bb750b8172,"""Learning in the Presence of Finitely or Infinitely Many Irrelevant Attributes,""",
p69948642e77ea782f0f8ade0330e67bb,"""Irrelevant features and the subset selection problem.""",
pa51c5769dd8a7bbe78f2938603b62d16,"""Induction of Decision Trees,"" Machine Learning,",
p0f7861378ff6376f8241784d38506e6c,(1989) The Use of Knowledge in Analogy and Induction.,
p16ae88f07df7381ff5defb31aa627c94,"(1993) ""Efficiently inducing determinations: A complete and systematic search algorithm that uses optimal pruning.""",
pf4c8eab63d0a40a582d3fe46443ab6fe,"(1985) ""On optimal decision rules in decision tables.""",
pa347ad60ef19edc050145d48b0964b4e,"Also in Proc. of the Graph Reduction Workshop,",
pe1a100ee6706c58e12b832171554c688,Runtime of Monsoon.,
p24a27ab94e09acd7b2d9f484b4888289,Randomized load balancing for tree structured computation.,
p61379f85ef4fe5290acab260bc01c57a,Empirical study of a dataflow language on the CM-5.,
pef68f9be605edfe43f319e476945b5a6,Found on most systems by using emacs and meta-x info.,
peefa62f7b55d43a640ed7a97c9e2029d,A Compiler for the MIT Tagged-Token Dataflow Architecture.,
p4ee9af1d32351dd8ffa8d8cffd1d8a5f,"Learning relational rules from relational data. Data Mining Seminar,",
p79619cd6744a226960e81f26bc71f164,Automated learning of decision rules for text categorization.,
p97b92335c4d72861e67266c2932f02db,Clas sification and Regression Trees.,
p4a094abf91edfa9c26657edd1d411907,"Using taxonomy, discriminants, and signatures for navigating in text databases.",
p9c3dab755bafa7e13d67152a765c0daa,Web search using automatic classification.,
p9bb2a8f088a5c9bedeebf3184b4b17b8,Markov Random Fields: Theory and Applications.,
p8fd703f09cb89939b80d09572d53e1a6,Turtle. A retrieval model for incorporating hypertext links.,
p1fcccf40e0a222d075fb1e98f7143fab,Turtle. Retrieval strategies for hypertext.,
p37fccef685232d96888f44e9723cc5e4,A new probabilistic relaxation scheme and its application to edge detection.,
p1d9088ba6b4dbd56c0dee8e1a8d9f489,Pattern Classification and Scene Analy sis.,
pd948b2712be5cde6c28c1b20897a45d5,Finding the k shortest paths.,
p6c57e0e97535ca71d11c87f05f84afee,Using probabilistic infor mation in data integration.,
p2f9ccfaf1efde9d52224ae5f99b8ffc5,Making use of hypertext links when retrieving information.,
p138ffd4ac04b5dcf543e4a3171961472,The use of semantic links in hyper text information retrieval.,
pc176c53f4a77c460958e4777bfc5779f,Learning to model sequences generated by switching distributions.,
p91ed16f66a929854cf9c12bf8119ba1d,An interactive interface for specifying searches and viewing retrieval results using a large category hierarchy.,
pc95f879cdac2d51b214c041d140653ff,On the foundations of relax ation labeling processes.,
pc01c366e8cdc8e6b204ec179c59fe2e7,Hierarchically classifying documents using very few words.,
p9b8f5409d0171bf11bd3f9cc78a150e7,The use of titles and cited titles as document repre sentations for automatic classification.,
p9d39b2d9f565223626b1f048f10e3539,A document-document similarity measure based on cited titles and probability theory and its application to relevance feedback retrieval.,
p1925dd58dba47c9cbeb6f2ad108791a7,A probabilistic theory of indexing and similarity measure based on cited and citing documents.,
p26f015da0c939372fb594288a05276ef,On the use of bibliographically related titles for the enhancements of document representations.,
pfe3183c3a31aac4188421e3e0248405f,Inductive Logic Programming Techniques and Applications.,
pc029ccb36d0701a413c557a32c1914fd,Information retrieval from hypertext: an approach using plausible inference.,
p7697fac147ef0e0792bfae87cf2a3f1f,A fast scalable classifier for data mining.,
p8714b952b547d9a8eeaf0905e9cbabdd,A knowledge-intensive approach to learning relational concepts.,
p1e125d4220e8d32daf79bb8ac4f2fa32,A continuous relaxation labeling algorithm for markov random fields.,
p2a49bbe3a514374fd7d2d06ba9d0398d,Web classification using Bayesian nets.,
p1d192f2f8997c8ad2be9c75d9a182e29,Associative document retrieval techniques using bibli ographic information.,
pdb13a3689e0d2e65a2784b05a07b75e8,Introduction to Modern Informa tion Retrieval.,
p943ea01d5b767f0cffc92bc9eb4835a8,Enhancement of text representa tions using related document titles.,
p02de07b89e36db6278fd0b9b6444bfab,A learning scheme for information retrieval in hyper text.,
p79d75ac3bb0abdc91594b83afa33c1ce,A new probabilistic scheme for information retrieval in hypertext.,
p74f3db3f917c4fa0cc79a711d49658a8,An extended vector processing scheme for searching information in hypertext.,
pd57b16c83c09362207f139abc02a94db,A scalable par allel classifier for data mining.,
p9e28dd79434d4eb907b37f139ca007d7,Context-sensitive learning methods for text categorization.,
p86ab1f27447406cdfedfe46ca673e4bb,Visually searching the web for content.,
p71a898f89273d7d5f5c55cf2ef01171b,A hierarchical network search engine that exploits content-link hypertext clustering.,
p3397da6c09345f1037915405049aab29,Exploiting clustering and phrases for context-based information retrieval.,
p1ffa931ca93d948741fa0d4e44ddf049,Constant interaction-time scatter/gather browsing of very large docu-ment collections.,
p44b57a4adc7d2481d4a4d71b577e3884,A survey of information re-trieval and filtering methods.,
pfd78cc4fa88428ff8b51388fd47fe522,"An Introduction to Statistical Pattern Recognition, 2nd ed.",
p35a192c57a243c9ce5fe65ab87e90d81,Ranking algorithms.,
p8d8aacb966c2bdcbc4d478342a77c1c8,Horne. Progress in supervised neu-ral networks.,
p494e78be42a886e0789db5bb965423da,Artificial neural net-works: A tutorial.,
pe85348655f97ae80bdb60aa0d325d1e2,Toward optimal feature selection.,
p63ed002cc6c7aba24969f3a2fbb67116,Translated by A. I. Dale from the 5th French edition of 1825.,
pf255ecd676803361a0caaf6082e2f305,Evaluating text categorization.,
p843fd53b4e33922b9819ce0aeccf85e3,Pattern classification using neural networks.,
pe718c7f4451d20e8c945ebc81ab30ac7,Latent sematic indexing: A probabilistic analysis.,
p4801afd80db383a072ad608a541a1676,A natural law of succession.,
p360a829960c7a36c2830453f10c0fbe3,Some simple effective approx-imations to the 2-Poisson model for probabilistic weighted re-trieval.,
p56cfaf919d7ea2f40253b2ec4faa7389,A comparison of classifiers and document representations for the routing prob-lem.,
p7bb5e4e3709780410b2567ac971a727d,Document classification using principal com-ponent analysis.,
pbb6651d5845e029d9b540ff4b57ca8f6,Statistical Decision Functions.,
p87e289615af051bfe9d466c06590910f,"Classification, Estimation and Pattern Recognition.",
peefc7a3d40c3105617fe6c904c280074,Human Behavior and the Principle of Least Effort: An Introduction to Human Ecology.,
p5b57c9aa1e702add4224ed316a745c07,Deliberation scheduling for time-critical sequential decision making.,
pd3452b64281cf103d4c71cf90c8c849c,Planning by incremental dynamic programming.,
p8139c9b35b06849fb6de66b3f85588b7,A stochastic model of actions and plans for anytime planning under uncertainty.,
pda2bc37446175dd5dc3aa2b4799c386e,Using abstractions for decision-theoretic planning with time constraints.,
pc8ffe354fafe9daf045a58fc24f411d4,Abstracting probabilistic actions.,
p642402d2ad69ce59f9ecee5ea714a554,A behavioral model of rational choice.,
p5fdc88d1151acdf49a0e06fde4e2ef84,"A framework for planning under uncertainty. In Spring Symposium on Foundations of Automatic Planning: The Classical Approach and Beyond,",
p0ea8bf91ccf2cce23884808eabff3564,(1994a) Issues in constructing and learning abstract decision models.,
p384153c2a5a902fa824f8073a804c7b9,(1994b) Formal rationality and limited agents.,
p40f95743a9c8be8d7315f69df8ff2169,(1994) Control strategies for a stochastic planner.,
pd2af3162d632374a32e2fcbf88e37e0b,"editors. Structured document image analysis,",
p6b892f7fa58671a2f3fa8949c6eb4ce8,Optical character recognition for typset mathematics.,
p156588e3cc97ed3b672b61a167dcfc5c,with an English Translation of the Introduction by J.F.,
p391e18fa99ddb0cb94b74acf96c6c2a2,Optical character recognition and parsing of typeset mathe matics.,
pd9cfd0b3e6ed7aa5e49bf68e664fc623,"Optical character recognition library. CS169 term project,",
p2dabc1226a00fe5196b4eb62fc33ca43,"Integrals and Series,",
pd121905d50187a97e7385f7222459e21,"Page segmentation and classification. CVGIP: Graphical Models and Image Processing,",
p9ff6442f365e5b6f354d98a80558ae96,Optical character recognition of typeset mathematics.,
p04c1a3e5782729dadafde0433a01d359,"Building Reliable Mobile-Aware Applications using the Rover Toolkit,",
p51f7cace5ea30d3309ea1978f6f5db6a,Dissemination-based data delivery using broadcast disks.,
p0646bfd9cc0890d7b837b8b581a7440d,Disseminating updates on broadcast disks.,
pec4c23d08de080a2bc0acc811443766f,"Adapting to network and client variability via on-demand dynamic distillation,",
p0d10c393e8dd1a2dafeb202c1b975e6b,Cacheing strategies in mobile environments.,
p5a0ebd65115297366ead626ca4a91704,Event deliver abstraction for mobile computing.,
p453fd1690597c566f9bf8d6d7490b812,Reducing memory latencies via non-blocking and prefetch-ing caches.,
p0f24e0b3c0a772af0116b8485b4edcb2,Practical prefetching via data compression.,
p18b311c9784d42c2245397ff53f6d80f,Principles of Random Variable Generation.,
p5912f9b55549a04242b09cc020375a74,"To send or not to send: Implementing deferred transmission in a mobile host,",
p4334f74025e28a3c320b14f50f6db220,"Push vs. pull. Talk given in DBLUNCH at UC Berkeley,",
pf11a7acc9b1f280c72c42b608abb1df2,Prefetching from a broadcast disk.,
p6204e0f5ef6fc3956362630e6b91dc80,Zdonik.,
pab71d0354c9f1111a32f29886fde1f45,Reducing file system latency using a predictive approach.,
p43d96a6bf897b088994434e3601da2a1,Ploychannel systems for mass digital communications.,
p310464aa4cec64f058aeeeb88ac1e098,"The navigable digital street map is the critical success factor for vehicle navigation and transport information systems in Europe,",
pe531d8a39f323ee572a64f2daa5e13f0,Bit sequences: A new cache invalidation method in mobile environments.,
p61d11fce691f9d904e66c923a33f3b81,Adaptation and mobility in wireless information systems.,
p2abe5914c5b3578f347df5c44e9d7c35,Practical prefeteching techniques for parallel file systems.,
pb4332a982db4bd4b4dfa3c0a9395dadc,Disconnected operation in coda file system.,
pd2a2be94ca778a33409b03acf0fb6c63,Network simulation - ns.,
p0404e49fb4176c8bf67bbea3cdbc5d51,"Improving TCP/IP performance over wireless networks,",
pc49b0fc2b47c7215494f43c46a807a97,The object bus: An architecture for extensible distributed systems.,
p495ef453ed678500a261973cb8e5adfa,"A status report on research in transparent informed prefetching. SIGOPS,",
p84f45812939da5718ad7559f6a4c75f8,Fido: A cache that learns to fetch.,
pe27392768c9def1454dccd8a867f64ad,Genesis and advanced traveler information systems(a tis):,
pae33d1f950142500880bb5c2f413054b,Disseminating active map information to mobile hosts.,
p7d3465c6ca9816df0b65911eab2e3d21,Operating system support for database management.,
p6551eb8680abcf4518278d3dadee27e9,Intelligent file hoarding for mobile computers.,
p1713b171dee8867a8280e48ca97f9850,An analysis of prepaging.,
pe9b09758390bc1b7cef7bf506a52f266,Application design for wireless computing.,
pe0fb54d979b6ceba93e6907e65f8c51d,Energy-efficient caching for wireless mobile computing.,
pf19c5ede76d8cc4b8fd772bf1c496e61,The Case for Application-Specific Operating Systems.,
pa9e9bb0c1bf42058871d11d91e60c1b2,Lightweight Remote Procedure Calls.,
p3c0c560ea367e8a0eab7caaee729a573,SPIN|An Extensible Microkernel for Application-Specific Operating System Services.,
p2bc6f54e77eca0b679c0f36f4fcbfef4,Fault tolerance under unix.,
p365053c848f56847b9645258e0de6403,The Structuring of Systems Using Upcalls.,
p554d74b7348efd2241bda74d167b8190,The Operating System Kernel as a Secure Programmable Machine.,
p3a6a6658cabdf32aa3f7e96d1c9d36ab,Memory Servers for Multicomputers.,
p17ab519fb7c08974cbcdddaecfe78abe,Interposition Agents: Transparently Interposng User Code at the System Interface.,
pb07c30b1e79c54d152555f4865638a57,The Architecture of the Eden System.,
pb29dbe99d48ab28b43bc3124ee54369a,Amoeba: A Distributed Operating System for the 1990s.,
p6e0c3bfddbdefe1380d278b183ff219e,"The Available Capacity of a Privately Owned Workstation Environment. Performance Evaluation,",
p88b2f5a37fa1e79a808e0d49b0d15013,Efficent software-based fault isolation.,
pee136154d81770f5e100b8e7528a813b,The Kernel of a Multiprocessor Operating System.,
p4dcad65c30b238de44f49c06768571c8,The Apertos Reflective Operating System: The Concept and Its Implementation.,
pac7fa35117de3290cf72bc1b458f9ec2,The Duality of Memory and Communication in the Implementation of a Multiprocessor Operating System.,
p3cb301632e8b62d99cd79d78f8b65b29,High Speed Switch Scheduling for Local Area Networks.,
p48819e22266c601e2363277433dbb114,"Scheduling a Mixed Interactive and Batch Workload on a Parallel, Shared-Memory Supercomputer.",
p6f033a735e95a74e40d767742a1e010a,"and Maggs,",
pe82d8dd4f5ecea0d1a76f6be44b7efed,Gafni Dis tributed algorithms for Unidirectional networks.,
p6b0fc63ef6bea8196be8e7480ab7d064,Winkler Computing with Snakes in Directed Networks of Automata.,
pd083d13ee8031152466b7bc20e4f98cf,Afek Elec tion and Traversal in Unidirectional Networks PODC 1984.,
pb4d56cccfc87ed1b9961b5df778cfc3f,Nishitani The Firing Squad Synchronization Problem for Graphs Theoretical Computer Sciences Vol 14.,
pa6e58235ee6c4ed09f93c33a163441b5,Kobayashi The firing squad synchronization problem for a class of polyautomata networks.,
p798c29730a25b8653afd5a63cda7fa49,Kutten Stepwise construction of an efficient distributed traversing algorithm for general strongly-connected networks.,
p0e5317e1befbe3916940d351f7cebf5d,Mazoyer An overview on the Firing Squad Synchronization Problem.,
p72b432e32acac63aebb9794beaa264ad,"""A Debugger for the Split-C Language,""",
pd5c70fcfd8a7937129ef559f6f622978,"""Active Messages: a Mechanism for Integrated Communication and Computation,""",1992.0
pf484fa1f8840cb0e93572e00735eb793,Implementing a parallel C++ runtime system for scalable parallel system.,
p92ff309000d49b66d0542db2d81fc74d,Optimal evaluation of array expressions on massively parallel machines.,
p808d25db84206f7781fb19838fb1e854,Optimizing explicitly parallel programs.,
p293373db9a9250e5ed54e73be28bea36,How to make a multiprocessor computer that correctly executes mul-tiprocess programs.,
p3cd63c1b78db42a227e22adbc5183216,Implementing an efficient global memory portability layer on distributed memory multiprocessors.,
p6838d31058b9e43cba0ca8950ba2986b,Compiling programs with user parallelism.,
p873dbefd55052e271c20a81a773870c5,The Cray research massively processor system: T3D.,
pd73c98996dfb7626232104c028ebc272,Compiling for distributed memory architectures.,
pff8f7858c73495ba81ffafd9fb6e2a73,Efficient and correct execution of parallel programs that share memory.,
p04dafb8ab085f8d5b7873797371265d1,Asynchronous distributed sim ulation via a sequence of parallel computations.,
